chunk_id,layer,book,kind,marker,concept,present_in_v14,v14_locations,verdict,target_section,strength,note,critic_flag,critic_note
v17-BOOK-05-VERIFICATION-STATUS-AND-CERTIFICATE-DISCIPLINE-0790,v17,BOOK-05-VERIFICATION-STATUS-AND-CERTIFICATE-DISCIPLINE,SECTION,## 05.13 Table 5.13 — Expanded Verification Status Summary,"05.13 Table 5.13 Expanded verification status summary (per-book owned layer / status / boundary, Books 00-09 + dusty-plasma + LIGO scans)",partial,BOOK_05 §05.13 Current inherited priority gates,integrate,BOOK_05.05.13,peripheral,Duplicate-format restatement of 0785; v14 §05.13 already encodes the per-book owner/status/boundary map with the same external-bridge/passport boundaries. No new content.,revised,"Same defect as 0785: marked 'already-present' on the claim that v14 §05.13 encodes a per-book owner/status/boundary map, but §05.13 is sector-indexed, not book-indexed. This is the expanded-form duplicate of 0785 (first-pass itself called it a 'duplicate-format restatement'). Integrate ONCE together with 0785 as a single per-book status/boundary table; do not import both tables. Same real payload (per-book boundaries incl. dusty-plasma passport seed and no-LIGO-confirmation), same overshoot-row exclusions."
v17-BOOK-05-VERIFICATION-STATUS-AND-CERTIFICATE-DISCIPLINE-0791,v17,BOOK-05-VERIFICATION-STATUS-AND-CERTIFICATE-DISCIPLINE,SECTION,## 05.14 Publication Readiness Checklist,"05.14 Publication Readiness Checklist (10-item v16 release gate: owners, headings, bridge/passport scope)",,,skip,,peripheral,"non-conceptual (nav/registry): release-process checklist, no forcing content",,
v17-BOOK-05-VERIFICATION-STATUS-AND-CERTIFICATE-DISCIPLINE-0792,v17,BOOK-05-VERIFICATION-STATUS-AND-CERTIFICATE-DISCIPLINE,SECTION,## 05.15 Interface to Other Books,05.15 Interface to Other Books (table mapping Book 05 verification services to Books 00-09),,,skip,,peripheral,non-conceptual (nav/registry): cross-reference interface table,,
v17-BOOK-05-VERIFICATION-STATUS-AND-CERTIFICATE-DISCIPLINE-0793,v17,BOOK-05-VERIFICATION-STATUS-AND-CERTIFICATE-DISCIPLINE,SECTION,## 05.16 Publication Boundary Statement,"05.16 Publication Boundary Statement (Book 05 closes verification discipline, not sectors)",,,skip,,peripheral,non-conceptual (nav/registry): closure-of-book boilerplate,,
v17-BOOK-05-VERIFICATION-STATUS-AND-CERTIFICATE-DISCIPLINE-0794,v17,BOOK-05-VERIFICATION-STATUS-AND-CERTIFICATE-DISCIPLINE,SECTION,## 05.17 Cross-Reference Summary,05.17 Cross-Reference Summary invoking 'Grand Singularity Lock (00.19-00.20)' status language,,,skip,,peripheral,"v17 overshoot: Immutable/Grand Singularity Lock status language (00.19-00.20); rest is nav cross-reference list (Certificate Manifest absent from v14 but it is a registry index, not a forcing argument)",,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0795,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,"# BOOK 06: Evolution, Forgetting, and Time",Book 06 front-matter: publication status + claim discipline boilerplate,,,skip,,peripheral,non-conceptual (nav/registry); mirrors v14 BOOK_06 publication-status header,,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0796,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.1 Purpose and dependencies,06.1 Purpose and dependencies table (inputs from Books 01/02/03/05/08),,,skip,,peripheral,"non-conceptual (nav/registry); dependency cross-reference table, covered by v14 BOOK_06 06.2 + 06.18",,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0797,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.2 Tomita-Takesaki Modular Time and the Entanglement Flow,Time = Tomita-Takesaki modular flow sigma_s(O)=Delta^{is} O Delta^{-is}; fractal tick A_{n+1}=phi^-1 A_n as modular consequence,partial,BOOK_06 06.v15; BOOK_06 06.8; BOOK_06 06.37.1,integrate,BOOK_06.06.8,core-forcing,"FACT present: time=ordered registration + fractal tick A_{n+1}=phi^-1 A_n (v14 06.v15) and toral T generator (06.8). MISSING: the Tomita-Takesaki modular-operator derivation (Delta, one-param automorphism group, modular flow transporting symplectic area into archive). v14 has NO mention of Tomita-Takesaki/modular operator anywhere — the algebraic WHY time emerges from the active/archive restriction is dropped.",,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0798,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.3 Active/archive decomposition,"Active/archive split H_total=H_active⊕H_archive, P_N+Q_N=I, P_N Q_N=0; archive as complement of retained readout",yes,BOOK_06 06.4,already-present,BOOK_06.06.4,supporting,"Fully present with same decomposition, projector idempotence/orthogonality and 'archive is not non-existence' framing in v14 BOOK_06 06.4.",,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0799,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.2B KMS Duality and the Natural Obstruction to Perturbative Quantization of Gravity (Core Theorem),06.2B KMS duality: imaginary-time beta dual to modular flow; gravity = thermodynamic equation of state; graviton quantization = category error (labeled Core Theorem),partial,BOOK_07 07.x (spin-2 not primitive graviton); BOOK_08 (feedback equation of state),integrate,BOOK_07.07.x,supporting,"Related facts present: v14 BOOK_07 says spin-2 is 'not postulated as a primitive graviton' and BOOK_08 gives a feedback equation of state. MISSING: the KMS/Tomita argument (beta dual to modular flow, spacetime+time as dual reps of one thermal KMS state, graviton-as-category-error). NOTE: v17 labels this a 'Core Theorem' for a thermodynamic-gravity bridge claim; integrate the KMS reasoning as a bridge, not as core closure (v14 discipline keeps equation-of-state in Books 07/08). Not one of the 3 forbidden overshoots.",,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0800,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.2E Relational Time as the Feshbach-Schur Delay (Core Theorem),"Theorem 06.2E Time as Feshbach-Schur archive-circulation delay: W_eff = P U P + sum_k (PUQ)(QUQ)^k(QUP), time = index k over 30-dim sterile archive",no,,integrate,BOOK_06.06.8,core-forcing,"ABSENT from v14 as a time mechanism. v14 has Feshbach-Schur ONLY as a matter-pole/effective-transfer tool (BOOK_02 179, BOOK_04, BOOK_05); the derivation of phenomenological time as the Neumann-series index k of phase circulating in the 30-dim archive Q_N before return to P_N is new and load-bearing (ties archive nullity-30 to temporal flow). The '2026 Toy Universe' reference is NOT the forbidden 'OpenAI 2026' citation, so not a skip.",,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0801,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.4 Forgetting maps,Def 6.3 Forgetting map = typed quotient (cond. expectation/partial trace/Wilsonian/entropy-coupling); S_A^{D0}=-Tr(rho_A^fw log rho_A^fw); classical = stable record algebra,yes,BOOK_06 06.5; BOOK_06 06.1; BOOK_06 06.20,already-present,BOOK_06.06.5,supporting,"Fully present: typed-quotient forgetting map, finite-window entropy functional, and classical-as-stable-commuting-record-algebra all match v14 BOOK_06 06.5 (and 06.1, 06.20).",,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0802,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.5 Normalized feedback channels and entropy arrow,Normalized feedback channel hatPhi_N=Phi_N/Tr Phi_N; Rule 6.4 entropy discipline; time != entropy,yes,BOOK_06 06.v15; BOOK_06 06.2,already-present,BOOK_06.06.2,supporting,"Fully present: normalized-channel form, entropy-admissibility rule, and explicit 'time is not entropy itself' all in v14 BOOK_06 06.v15 + 06.2.",,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0803,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.6 Fractal tick evolution,Fractal tick: A_{n+1}=phi^-1 A_n forced from p+p^2=1 detector asymmetry; B_{n+1}=B_n+phi^-2 A_n; R_n=phi^n-1; R''(s)>0 archive acceleration,partial,BOOK_06 06.v15; BOOK_06 06.6; BOOK_08,integrate,BOOK_06.06.v15,core-forcing,"FACT present: A_{n+1}=phi^-1 A_n, B recursion, closed forms in v14 06.v15. MISSING/WEAKER: the explicit FORCING that the retained fraction p=phi^-1 is inherited from Book 01 detector asymmetry via p+p^2=1 ('not postulated but inherited'), AND the relative-ratio R_n=phi^n-1 with convexity R''(s)=(log phi)^2 e^{s log phi}>0 establishing archive acceleration. v14 06.v15 states the recursion but does not carry the R_n derivation or the positive-second-derivative acceleration argument feeding Book 08.",,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0804,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.7 Phase-unfolding inheritance,"Phase-unfolding inheritance: return moduli q_T=44, q_EW=710 referenced (owned by Book 01)",yes,BOOK_06 06.29; BOOK_02 ~1386-1431; BOOK_08 581,already-present,BOOK_06.06.29,peripheral,"Inherited reference only; q_T=44 and q_EW=710 are fully derived in v14 BOOK_06 06.29 and BOOK_02, and explicitly cross-referenced. v17 here only cites them as downstream data.",,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0805,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.8 Archive evolution and finite scene update,Archive evolution / scene update: psi_{n+1}^active=P_{N+1}U_N psi; feedback-return F_N=(Q_N U_N P_N)^dagger(Q_N U_N P_N) as trace-accumulation direction,partial,BOOK_06 06.8; BOOK_06 06.9; BOOK_02,integrate,BOOK_06.06.8,supporting,FACT partially present: v14 06.9 has unitary transport rho->U rho U^dag and references active projector. MISSING: the explicit positive feedback-return operator F_N=(Q_N U_N P_N)^dagger(Q_N U_N P_N) named as the time-direction generator of archive accumulation in the time book (v14 BOOK_06 keeps F_N for cosmology pressure but does not state it as the per-tick archive-production operator). The QUP off-diagonal block tying time-direction to archive production is the load-bearing missing piece.,,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0806,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.8a The Toral Automorphism as the Modular Time Generator,"06.8a Toral automorphism T=[[0,1],[1,-1]] as modular time generator; chi_T=lambda^2+lambda-1, spec {phi^-1,-phi}; archive increment Delta B_N=Tr(F_N rho_N)",partial,BOOK_06 06.8; BOOK_06 06.29; BOOK_06 06.37.1; BOOK_07 1241,integrate,BOOK_06.06.8,core-forcing,"FACT present: T=[[0,1],[1,-1]], chi_T(lambda)=lambda^2+lambda-1, spec={phi^-1,-phi}, Tr(T^n)=(-1)^n L_n, and 'active contraction/archive expansion as eigen-branches of one toral automorphism' all in v14 06.8/06.37.1/BOOK_07. MISSING: the explicit identification of T as THE Tomita-Takesaki modular-time generator (T^n IS the modular flow; time = invariant trace sequence of a non-invertible Fibonacci fusion process). The archive increment Delta B_N=Tr(F_N rho_N) schematic is also not stated in v14 06.8.",,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0807,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.9 RG as typed bridge,06.9 RG as typed bridge: required items table (retained algebra/quotient/scale/invariant/loss); A_{N+1}=R_N(A_N); continuum beta = envelope only,yes,BOOK_06 06.20; BOOK_06 06.21; BOOK_06 06.31,already-present,BOOK_06.06.20,supporting,"Fully present: RG-as-typed-forgetting-bridge with declared retained/quotient/scale/invariant/loss fields and 'continuum beta is bridge export not core' guardrail in v14 BOOK_06 06.20-06.23, 06.31.",,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0808,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.10 Active-medium laboratory bridge,06.10 Active-medium laboratory bridge (dusty/beam-plasma): detector medium is active not passive; golden mass-loss/acoustic log-phi are external targets,yes,BOOK_06 D0_v16 Dusty-plasma active-medium bridge,already-present,BOOK_06.D0_v16,peripheral,Fully present: v14 BOOK_06 closing 'D0_v16 Dusty-plasma active-medium bridge' section carries the same beam=readout/dust=archive-sink dictionary and explicitly keeps golden mass-loss + acoustic log-phi as external (non-core) targets.,,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0809,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.11 Interface to later books,06.11 Interface to later books table (Book 07/08/09 + external lab bridges),,,skip,,peripheral,"non-conceptual (nav/registry); downstream-interface table, covered by v14 BOOK_06 06.18 cross-book boundary summary",,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0810,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.12 Time-layer summary,06.12 Time-layer summary table (registration time/record order/split/forgetting/fractal tick/archive ratio/RG/dusty-plasma),,,skip,,peripheral,non-conceptual (nav/registry); summary table of concepts already covered in v14 BOOK_06 06.2-06.18 + 06.v15,,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0811,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.13 Closing statement,06.13 Closing statement: time=order of completed registrations; forgetting=typed quotient; archive=trace accumulation; no external claim closed by book alone,,,skip,,peripheral,non-conceptual (nav/registry); closure-of-book boilerplate restating 06.2-06.5 with no new derivation,,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0812,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.14 Time as the Ordering Principle of the Entire D0 Corpus,06.14 Time as ordering principle of whole corpus: prevents later books reversing proof direction (temporal hygiene),partial,BOOK_06 06.3; BOOK_06 06.16,integrate,BOOK_06.06.3,supporting,"PARTIAL: v14 06.3 has 'evolution cannot precede registration' and 06.16 lists falsification rule #1 (no background continuum time before registration). MISSING the explicit corpus-level meta-principle that finite-registration time forbids a bridge/passport from moving backward to redefine support/operator/action objects owned by Books 01-03 ('construction before transfer, negative controls before evidence'). Useful elaboration of proof-direction discipline not stated at v14 06.x level.",,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0813,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.15 Interface to Other Books,06.15 Interface to Other Books table (objects sent to Book 07/08/09),,,skip,,peripheral,"non-conceptual (nav/registry); duplicate downstream-interface table (mojibake in source), covered by v14 BOOK_06 06.18",,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0814,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.36A Emergent Lorentz Symmetry from the Discrete Causal Budget,"Theorem 06.36A Discrete Lorentz factor: unit causal budget C=1, |dx|^2+|ds|^2=1, proper time dtau=sqrt(1-v^2), gamma=1/sqrt(1-v^2) from thermodynamic budget rationing",no,"BOOK_07 07.26 (Lorentz carrier/signature only); BOOK_06 06.36 (tick-gauge, no dilation)",integrate,BOOK_06.06.36,core-forcing,"ABSENT from v14. v14 has the Lorentz CARRIER and signature (1,3) (BOOK_07 07.26, BOOK_01, BOOK_06 06.36) but NOT the time-dilation DERIVATION: the Pythagorean unit-budget partition (external transport dx vs internal holonomy ds, |dx|^2+|ds|^2=1) yielding proper time sqrt(1-v^2) and gamma=1/sqrt(1-v^2) from finite readout budget rationing. This is the forcing argument for special-relativistic time dilation as budget thermodynamics, entirely missing — a core M1-style derivation dropped from v14.",,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0815,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.36B Emergent Lorentz Symmetry from the Symplectic Area Budget (Core Theorem),"Thm 06.36B: Lorentz factor / time dilation from symplectic area budget partition ||dx||^2+||ds||^2=1, dtau=sqrt(1-v^2)",no,,integrate,BOOK_06.36,core-forcing,"v14 has a Lorentz *carrier* only (BOOK_07.26 / BOOK_01 'Lorentz carrier from terminal role capacity': signature (1,3) via Clifford realization + tick-gauge cone invariant). The v17 derivation of the Lorentz factor and proper time as residual symplectic-area budget (gamma=1/sqrt(1-v^2), dtau=sqrt(1-v^2)) under the Finite Holographic Self-Reading Principle is absent. This is the M1 failure mode: the carrier *fact* exists but the budget-rationing forcing argument for time dilation is not in v14 (no Self-Reading Principle anywhere in 01_BOOKS). Cert vp_symplectic_budget_lorentz.py.",,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0816,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.16 Publication Boundary Statement,06.16 Publication Boundary Statement (closure-of-book boilerplate),,,skip,,peripheral,"non-conceptual (nav/registry): publication-boundary boilerplate, no derivation.",,
v17-BOOK-06-EVOLUTION-FORGETTING-AND-TIME-0817,v17,BOOK-06-EVOLUTION-FORGETTING-AND-TIME,SECTION,## 06.17 Cross-Reference Summary,06.17 Cross-Reference Summary (inter-book pointer list),,,skip,,peripheral,non-conceptual (nav/registry): cross-reference list / book ownership map.,,
v17-BOOK-07-GRAVITY-LIMIT-AND-FINITE-GEOMETRY-0818,v17,BOOK-07-GRAVITY-LIMIT-AND-FINITE-GEOMETRY,SECTION,# BOOK 07: GRAVITY LIMIT AND FINITE GEOMETRY,Book 07 header: publication status + claim discipline boilerplate,,,skip,,peripheral,non-conceptual (nav/registry),,
v17-BOOK-07-GRAVITY-LIMIT-AND-FINITE-GEOMETRY-0819,v17,BOOK-07-GRAVITY-LIMIT-AND-FINITE-GEOMETRY,SECTION,## 07.1 Role of this book,Canonical dependency chain finite readout->F_N->stress->line covariance->spin-2 TT->heat-trace->horizon->finite gravity,yes,BOOK_07 §07.2 (canonical chain); BOOK_07 §07.40,already-present,BOOK_07.07.2,supporting,v14 §07.2 carries the same finite-readout->g_ij->heat trace->D_L->Einstein dependency chain,,
v17-BOOK-07-GRAVITY-LIMIT-AND-FINITE-GEOMETRY-0820,v17,BOOK-07-GRAVITY-LIMIT-AND-FINITE-GEOMETRY,SECTION,## 07.2 Finite gravity language,"Finite gravity vocabulary table (metric shadow, spin-2 carrier, heat trace, horizon seam, conjugate emission, jet)",yes,BOOK_07 §07.1 (standard reading),already-present,BOOK_07.07.1,peripheral,v14 §07.1 gives the same finite-spectral reading of line covariance / archive boundary / horizon vocabulary,,
v17-BOOK-07-GRAVITY-LIMIT-AND-FINITE-GEOMETRY-0821,v17,BOOK-07-GRAVITY-LIMIT-AND-FINITE-GEOMETRY,SECTION,## 07.3 Finite line covariance,"Finite line covariance metric shadow g_ij^D0=Cov_Kphi(l_i,l_j) and typed macro export to g_munu",yes,BOOK_07 §07.3; BOOK_07 §07.5,already-present,BOOK_07.07.3,supporting,v14 §07.3 has identical g_ij=Cov_Kphi and functorial F_macro export to g_munu,,
v17-BOOK-07-GRAVITY-LIMIT-AND-FINITE-GEOMETRY-0822,v17,BOOK-07-GRAVITY-LIMIT-AND-FINITE-GEOMETRY,SECTION,## 07.4 Spin-2 transverse-traceless carrier,"Def 7.1 finite spin-2 TT carrier Pi_TT (Tr h=0, transverse) + Lemma 7.2 conserved-stress couples only to TT",yes,BOOK_07 §07.5; BOOK_07 §07.35; BOOK_07 §07.38,already-present,BOOK_07.07.38,supporting,v14 §07.35/07.38 give the explicit Pi_TT4 projector and finite_conserved_stress_spin2_coupling_closed; stronger than v17's sketch,,
